filename,source,is_ai,lex_ttr,lex_rttr,lex_log_ttr,lex_hapax_ratio,lex_dis_legomena_ratio,lex_avg_word_len,lex_word_len_std,struct_avg_sent_len,struct_sent_len_std,struct_burstiness,struct_max_sent_len,struct_min_sent_len,struct_sent_len_range,read_flesch,read_flesch_kincaid,read_avg_syllables_per_word,read_complex_word_ratio,ent_shannon,ent_word_entropy,ent_zlib_ratio,ent_char_diversity,pos_NOUN,pos_VERB,pos_ADJ,pos_ADV,pos_DET,pos_PRON,pos_ADP,pos_CONJ,func_word_ratio,func_word_diversity,content_word_ratio,punct_comma_ratio,punct_period_ratio,punct_question_ratio,punct_exclaim_ratio,punct_total_ratio
sample_0_0_chatgpt.txt,chatgpt,1,0.3900414937759336,6.05507228816781,0.8283432982775067,0.22406639004149378,0.04979253112033195,4.141078838174274,2.2250957548532306,25.545454545454547,10.998872970062443,10.998872970062443,42,7,35,76.73696861857005,8.90226463927532,1.4356846473029046,0.0954356846473029,4.255593609543518,5.960071122323616,0.4352409638554217,0.03614457831325301,0,0,0,0,0,0,0,0,0.37344398340248963,0.48,0.6265560165975104,0.0030120481927710845,0.006024096385542169,0.002259036144578313,0.0,0.012048192771084338
sample_0_0_human.txt,human,0,0.5,5.8309518948453,0.8589057858363904,0.25,0.16176470588235295,4.154411764705882,1.8185267003433276,15.833333333333334,7.935503904744943,7.935503904744943,33,6,27,107.05469298245616,2.260789473684209,1.3823529411764706,0.08088235294117647,4.379863797041491,5.720452525086847,0.49142156862745096,0.061274509803921566,0,0,0,0,0,0,0,0,0.33088235294117646,0.4,0.6691176470588236,0.007352941176470588,0.011029411764705883,0.003676470588235294,0.0,0.023284313725490197
sample_0_1_chatgpt.txt,chatgpt,1,0.7464788732394366,6.289942788427422,0.9314074779426934,0.5774647887323944,0.09859154929577464,5.042253521126761,2.5752703657778926,25.666666666666668,2.8674417556808756,2.8674417556808756,29,22,7,52.23528138528138,12.349870129870133,1.647887323943662,0.18309859154929578,4.351332901318274,5.572006978537726,0.6095890410958904,0.091324200913242,0,0,0,0,0,0,0,0,0.29577464788732394,0.26,0.704225352112676,0.0045662100456621,0.00684931506849315,0.0,0.0,0.01141552511415525
sample_0_1_human.txt,human,0,0.5789473684210527,5.642880936468348,0.8799827664695659,0.3263157894736842,0.12631578947368421,3.9473684210526314,1.954042616852676,21.5,14.373007108233592,14.373007108233592,52,7,45,97.13343023255815,5.052364341085273,1.4105263157894736,0.08421052631578947,4.420062763160807,5.579970344990866,0.5422794117647058,0.08823529411764706,0,0,0,0,0,0,0,0,0.3473684210526316,0.34,0.6526315789473685,0.003676470588235294,0.0055147058823529415,0.0055147058823529415,0.0,0.016544117647058824
sample_10_0_chatgpt.txt,chatgpt,1,0.5242718446601942,7.524716554349471,0.8787988081539693,0.3446601941747573,0.10194174757281553,4.490291262135922,2.488303300087154,22.7,9.338629449764028,9.338629449764028,36,7,29,73.10639427312776,8.701766519823789,1.441747572815534,0.10679611650485436,4.279754026039985,6.241705684403972,0.49265341400172863,0.032843560933448576,0,0,0,0,0,0,0,0,0.39805825242718446,0.44,0.6019417475728155,0.006050129645635264,0.007778738115816767,0.000864304235090752,0.0,0.014693171996542784
sample_10_0_human.txt,human,0,0.6886792452830188,7.090386795208028,0.920020472995007,0.49056603773584906,0.1509433962264151,4.60377358490566,2.421130428644808,20.833333333333332,14.587856441422625,14.587856441422625,49,7,42,79.43156666666667,7.355799999999999,1.4811320754716981,0.12264150943396226,4.335399954467938,5.974389294365773,0.5510204081632653,0.061224489795918366,0,0,0,0,0,0,0,0,0.3584905660377358,0.34,0.6415094339622642,0.006279434850863423,0.007849293563579277,0.0015698587127158557,0.0,0.015698587127158554
sample_10_1_chatgpt.txt,chatgpt,1,0.4146341463414634,5.936657514041415,0.834612610891519,0.24878048780487805,0.05853658536585366,4.804878048780488,2.639470680445755,33.57142857142857,15.746719775034716,15.746719775034716,67,11,56,47.48000000000003,14.97689969604863,1.697560975609756,0.1951219512195122,4.229150864074247,5.840074676054956,0.41283018867924526,0.026415094339622643,0,0,0,0,0,0,0,0,0.37073170731707317,0.28,0.6292682926829268,0.007547169811320755,0.009056603773584906,0.0,0.0,0.021132075471698115
sample_10_1_human.txt,human,0,0.6421052631578947,6.25846794771944,0.9027195864156249,0.43157894736842106,0.09473684210526316,4.231578947368421,1.9544962014959382,15.571428571428571,7.365113574085852,7.365113574085852,27,7,20,94.78779816513762,3.9067103538663197,1.305263157894737,0.07368421052631578,4.344161623304458,5.727338766043498,0.5863377609108159,0.07590132827324478,0,0,0,0,0,0,0,0,0.42105263157894735,0.36,0.5789473684210527,0.007590132827324478,0.011385199240986717,0.0018975332068311196,0.0,0.020872865275142316
sample_11_0_chatgpt.txt,chatgpt,1,0.5642458100558659,7.549094436794552,0.8896813712303505,0.39106145251396646,0.0782122905027933,5.430167597765363,3.3807515403379735,16.076923076923077,6.48621661041009,6.48621661041009,30,8,22,59.77146853146857,8.916363636363638,1.8044692737430168,0.24581005586592178,4.321172286190113,6.271404410137227,0.4903117101937658,0.03369839932603201,0,0,0,0,0,0,0,0,0.3463687150837989,0.36,0.6536312849162011,0.010109519797809604,0.009267059814658803,0.0016849199663016006,0.0,0.02106149957877001
sample_11_0_human.txt,human,0,0.569672131147541,8.898563155336271,0.8976392445889723,0.38114754098360654,0.11475409836065574,4.163934426229508,2.255632860697294,22.166666666666668,10.398984993204332,10.398984993204332,38,8,30,76.51854010025065,8.093345864661654,1.389344262295082,0.0860655737704918,4.252324285606391,6.694844664213142,0.5129969418960245,0.03058103975535168,0,0,0,0,0,0,0,0,0.4262295081967213,0.66,0.5737704918032787,0.0022935779816513763,0.00764525993883792,0.0015290519877675841,0.0,0.011467889908256881
